roi_list1,roi_list2,index_list2,region,side,networks,x,y,z,volume,braak,rbd_relevant,motor,arousal
7Networks_RH_Limbic_TempPole_3,7Networks_RH_Limbic_TempPole_3,510,cortex,R,Limbic,37.054689,13.895415,-36.385638,3160,,,,
7Networks_RH_Limbic_TempPole_4,7Networks_RH_Limbic_TempPole_4,511,cortex,R,Limbic,40.469272,-15.4478,-29.725803,3766,,,,
7Networks_RH_Limbic_TempPole_5,7Networks_RH_Limbic_TempPole_5,512,cortex,R,Limbic,30.073447,8.594903,-27.789678,3732,,,,
7Networks_RH_Limbic_TempPole_6,7Networks_RH_Limbic_TempPole_6,513,cortex,R,Limbic,48.88094,-29.314207,-24.315578,3450,,,,
7Networks_RH_Limbic_TempPole_7,7Networks_RH_Limbic_TempPole_7,514,cortex,R,Limbic,24.262669,-19.367873,-26.102817,2312,,,,
7Networks_RH_Cont_Par_1,7Networks_RH_Cont_Par_1,515,cortex,R,Cont,49.262445,-55.132952,42.144483,3468,,,,
7Networks_RH_Cont_Par_2,7Networks_RH_Cont_Par_2,516,cortex,R,Cont,50.287592,-46.132659,44.135887,2052,,,,
7Networks_RH_Cont_Par_3,7Networks_RH_Cont_Par_3,517,cortex,R,Cont,34.075124,-65.123787,41.060175,2177,,,,
7Networks_RH_Cont_Par_4,7Networks_RH_Cont_Par_4,518,cortex,R,Cont,49.646164,-36.029181,45.545607,1395,,,,
7Networks_RH_Cont_Par_5,7Networks_RH_Cont_Par_5,519,cortex,R,Cont,42.827951,-45.720442,43.923496,1255,,,,
7Networks_RH_Cont_Par_6,7Networks_RH_Cont_Par_6,520,cortex,R,Cont,38.391121,-55.309507,44.966932,2835,,,,
7Networks_RH_Cont_Temp_1,7Networks_RH_Cont_Temp_1,521,cortex,R,Cont,59.741982,-32.033437,-17.788309,4452,,,,
7Networks_RH_Cont_Temp_2,7Networks_RH_Cont_Temp_2,522,cortex,R,Cont,59.717989,-46.104706,-7.609418,3673,,,,
7Networks_RH_Cont_PFCv_1,7Networks_RH_Cont_PFCv_1,523,cortex,R,Cont,33.536712,21.285717,-8.115381,1673,,,,
7Networks_RH_Cont_PFCl_1,7Networks_RH_Cont_PFCl_1,524,cortex,R,Cont,26.791859,54.842645,-12.080536,3324,,,,
7Networks_RH_Cont_PFCl_2,7Networks_RH_Cont_PFCl_2,525,cortex,R,Cont,40.500951,50.260231,-4.281327,4081,,,,
7Networks_RH_Cont_PFCl_3,7Networks_RH_Cont_PFCl_3,526,cortex,R,Cont,27.050794,56.893936,3.369109,7218,,,,
7Networks_RH_Cont_PFCl_4,7Networks_RH_Cont_PFCl_4,527,cortex,R,Cont,45.134683,39.20703,5.891746,2277,,,,
7Networks_RH_Cont_PFCl_5,7Networks_RH_Cont_PFCl_5,528,cortex,R,Cont,39.997503,44.290453,14.773317,5134,,,,
7Networks_RH_Cont_PFCl_6,7Networks_RH_Cont_PFCl_6,529,cortex,R,Cont,45.401279,30.44971,17.933213,2325,,,,
7Networks_RH_Cont_PFCl_7,7Networks_RH_Cont_PFCl_7,530,cortex,R,Cont,45.560187,17.507987,24.129851,2242,,,,
7Networks_RH_Cont_PFCl_8,7Networks_RH_Cont_PFCl_8,531,cortex,R,Cont,25.003186,52.525574,21.491182,3258,,,,
7Networks_RH_Cont_PFCl_9,7Networks_RH_Cont_PFCl_9,532,cortex,R,Cont,43.870647,28.094728,26.78591,3209,,,,
7Networks_RH_Cont_PFCl_10,7Networks_RH_Cont_PFCl_10,533,cortex,R,Cont,40.602103,11.225842,32.821863,2750,,,,
7Networks_RH_Cont_PFCl_11,7Networks_RH_Cont_PFCl_11,534,cortex,R,Cont,37.959126,29.899234,35.79773,3010,,,,
7Networks_RH_Cont_PFCl_12,7Networks_RH_Cont_PFCl_12,535,cortex,R,Cont,41.235003,17.396405,40.284145,4138,,,,
7Networks_RH_Cont_PFCl_13,7Networks_RH_Cont_PFCl_13,536,cortex,R,Cont,41.06886,6.545038,46.0214,2309,,,,
7Networks_RH_Cont_PFCl_14,7Networks_RH_Cont_PFCl_14,537,cortex,R,Cont,34.048883,13.299317,51.96845,4195,,,,
7Networks_RH_Cont_PFCl_15,7Networks_RH_Cont_PFCl_15,538,cortex,R,Cont,24.047375,7.530252,57.276121,3527,,,,
7Networks_RH_Cont_pCun_1,7Networks_RH_Cont_pCun_1,539,cortex,R,Cont,12.622115,-68.729979,38.390032,2471,,,,
7Networks_RH_Cont_pCun_2,7Networks_RH_Cont_pCun_2,540,cortex,R,Cont,6.425243,-62.751857,45.715607,1704,,,,
7Networks_RH_Cont_Cing_1,7Networks_RH_Cont_Cing_1,541,cortex,R,Cont,6.157093,-25.269273,27.669732,1170,,,,
7Networks_RH_Cont_Cing_2,7Networks_RH_Cont_Cing_2,542,cortex,R,Cont,4.663022,-2.853045,30.389762,947,,,,
7Networks_RH_Cont_PFCmp_1,7Networks_RH_Cont_PFCmp_1,543,cortex,R,Cont,8.557591,34.192958,26.131141,3487,,,,
7Networks_RH_Cont_PFCmp_2,7Networks_RH_Cont_PFCmp_2,544,cortex,R,Cont,5.908179,26.138708,47.336307,2635,,,,
7Networks_RH_Default_Par_1,7Networks_RH_Default_Par_1,545,cortex,R,Default,51.848801,-48.765085,19.444589,1570,,,,
7Networks_RH_Default_Par_2,7Networks_RH_Default_Par_2,546,cortex,R,Default,46.927709,-64.444091,21.037126,3763,,,,
7Networks_RH_Default_Par_3,7Networks_RH_Default_Par_3,547,cortex,R,Default,50.564768,-56.074895,25.843074,3743,,,,
7Networks_RH_Default_Par_4,7Networks_RH_Default_Par_4,548,cortex,R,Default,53.785974,-49.641015,30.60286,1851,,,,
7Networks_RH_Default_Par_5,7Networks_RH_Default_Par_5,549,cortex,R,Default,44.766936,-64.654681,37.615437,3437,,,,
7Networks_RH_Default_Temp_1,7Networks_RH_Default_Temp_1,550,cortex,R,Default,49.695457,5.907359,-30.97421,4435,,,,
7Networks_RH_Default_Temp_2,7Networks_RH_Default_Temp_2,551,cortex,R,Default,59.953167,-12.029719,-21.266657,4737,,,,
7Networks_RH_Default_Temp_3,7Networks_RH_Default_Temp_3,552,cortex,R,Default,48.992044,13.247086,-19.043428,3093,,,,
7Networks_RH_Default_Temp_4,7Networks_RH_Default_Temp_4,553,cortex,R,Default,53.599419,-6.679609,-13.58345,4734,,,,
7Networks_RH_Default_Temp_5,7Networks_RH_Default_Temp_5,554,cortex,R,Default,61.244759,-28.553382,-5.769721,2674,,,,
7Networks_RH_Default_Temp_6,7Networks_RH_Default_Temp_6,555,cortex,R,Default,49.945883,-23.695326,-5.712176,1215,,,,
7Networks_RH_Default_Temp_7,7Networks_RH_Default_Temp_7,556,cortex,R,Default,59.714318,-40.913385,1.660637,1539,,,,
7Networks_RH_Default_Temp_8,7Networks_RH_Default_Temp_8,557,cortex,R,Default,50.915905,-35.864676,3.885929,2479,,,,
7Networks_RH_Default_PFCv_1,7Networks_RH_Default_PFCv_1,558,cortex,R,Default,32.614421,22.463342,-16.636599,2789,,,,
7Networks_RH_Default_PFCv_2,7Networks_RH_Default_PFCv_2,559,cortex,R,Default,34.609733,38.933774,-12.115775,2264,,,,
7Networks_RH_Default_PFCv_3,7Networks_RH_Default_PFCv_3,560,cortex,R,Default,47.077059,32.945917,-5.695032,3995,,,,
7Networks_RH_Default_PFCv_4,7Networks_RH_Default_PFCv_4,561,cortex,R,Default,51.374386,24.746904,9.200633,4172,,,,
7Networks_RH_Default_PFCdPFCm_1,7Networks_RH_Default_PFCdPFCm_1,562,cortex,R,Default,5.433645,38.058632,-10.039126,5339,,,,
7Networks_RH_Default_PFCdPFCm_2,7Networks_RH_Default_PFCdPFCm_2,563,cortex,R,Default,10.206421,64.752757,2.314336,2543,,,,
7Networks_RH_Default_PFCdPFCm_3,7Networks_RH_Default_PFCdPFCm_3,564,cortex,R,Default,8.086521,42.795263,4.436339,3908,,,,
7Networks_RH_Default_PFCdPFCm_4,7Networks_RH_Default_PFCdPFCm_4,565,cortex,R,Default,8.097958,52.252681,14.510655,4657,,,,
7Networks_RH_Default_PFCdPFCm_5,7Networks_RH_Default_PFCdPFCm_5,566,cortex,R,Default,15.685447,61.823414,17.488264,3189,,,,
7Networks_RH_Default_PFCdPFCm_6,7Networks_RH_Default_PFCdPFCm_6,567,cortex,R,Default,4.945409,21.274367,21.094307,1335,,,,
7Networks_RH_Default_PFCdPFCm_7,7Networks_RH_Default_PFCdPFCm_7,568,cortex,R,Default,7.326348,53.379416,30.581518,2440,,,,
7Networks_RH_Default_PFCdPFCm_8,7Networks_RH_Default_PFCdPFCm_8,569,cortex,R,Default,17.692091,49.06398,34.281404,2939,,,,
7Networks_RH_Default_PFCdPFCm_9,7Networks_RH_Default_PFCdPFCm_9,570,cortex,R,Default,5.892938,41.127885,38.292879,2274,,,,
7Networks_RH_Default_PFCdPFCm_10,7Networks_RH_Default_PFCdPFCm_10,571,cortex,R,Default,25.984994,33.100825,39.272046,3250,,,,
7Networks_RH_Default_PFCdPFCm_11,7Networks_RH_Default_PFCdPFCm_11,572,cortex,R,Default,13.011394,37.032819,49.877003,3622,,,,
7Networks_RH_Default_PFCdPFCm_12,7Networks_RH_Default_PFCdPFCm_12,573,cortex,R,Default,23.331405,22.102399,49.895004,3086,,,,
7Networks_RH_Default_PFCdPFCm_13,7Networks_RH_Default_PFCdPFCm_13,574,cortex,R,Default,12.436122,17.317181,61.451511,3219,,,,
7Networks_RH_Default_pCunPCC_1,7Networks_RH_Default_pCunPCC_1,575,cortex,R,Default,12.018099,-52.954822,13.04451,3109,,,,
7Networks_RH_Default_pCunPCC_2,7Networks_RH_Default_pCunPCC_2,576,cortex,R,Default,6.602964,-42.830414,20.115295,454,,,,
7Networks_RH_Default_pCunPCC_3,7Networks_RH_Default_pCunPCC_3,577,cortex,R,Default,16.828993,-62.827333,26.375826,1290,,,,
7Networks_RH_Default_pCunPCC_4,7Networks_RH_Default_pCunPCC_4,578,cortex,R,Default,5.78117,-51.25224,24.173716,2152,,,,
7Networks_RH_Default_pCunPCC_5,7Networks_RH_Default_pCunPCC_5,579,cortex,R,Default,5.546223,-64.296586,32.317608,1397,,,,
7Networks_RH_Default_pCunPCC_6,7Networks_RH_Default_pCunPCC_6,580,cortex,R,Default,6.140819,-37.454201,35.190668,2835,,,,
7Networks_RH_Default_pCunPCC_7,7Networks_RH_Default_pCunPCC_7,581,cortex,R,Default,3.304744,-19.190675,36.593041,2047,,,,
7Networks_RH_Default_pCunPCC_8,7Networks_RH_Default_pCunPCC_8,582,cortex,R,Default,10.424082,-51.204606,37.010348,1402,,,,
7Networks_RH_Default_pCunPCC_9,7Networks_RH_Default_pCunPCC_9,583,cortex,R,Default,7.629016,-48.317794,45.904152,1991,,,,
